Starting app on Galaxy Tab S4
05-10 23:37:27.043 E/Zygote  ( 8543): isWhitelistProcess - Process is Whitelisted
05-10 23:37:27.050 E/libpersona( 8543): scanKnoxPersonas
05-10 23:37:28.401 D/ViewRootImpl@f80d8a6[OnboardingActivity]( 8543): MSG_RESIZED_REPORT: frame=Rect(0, 0 - 1600, 2560) ci=Rect(0, 54 - 0, 108) vi=Rect(0, 54 - 0, 108) or=1
05-10 23:37:28.401 D/ViewRootImpl@f80d8a6[OnboardingActivity]( 8543): MSG_WINDOW_FOCUS_CHANGED 1
05-10 23:37:28.410 D/InputMethodManager( 8543): startInputInner - Id : 0
05-10 23:37:28.410 I/InputMethodManager( 8543): startInputInner - mService.startInputOrWindowGainedFocus
05-10 23:37:28.410 D/InputMethodManager( 8543): startInputInner - Id : 0
05-10 23:37:28.410 I/InputMethodManager( 8543): startInputInner - mService.startInputOrWindowGainedFocus
05-10 23:37:28.415 D/InputTransport( 8543): Input channel constructed: fd=79
05-10 23:37:28.415 D/InputTransport( 8543): Input channel constructed: fd=79
05-10 23:37:28.450 D/InputMethodManager( 8543): startInputInner - Id : 0
05-10 23:37:28.450 D/InputMethodManager( 8543): startInputInner - Id : 0
05-10 23:37:28.460 D/ViewRootImpl@6ce06f3[OrbotMainActivity]( 8543): Relayout returned: old=[0,0][1600,2560] new=[0,0][1600,2560] result=0x1 surface={valid=false 0} changed=false
05-10 23:37:28.460 D/ViewRootImpl@6ce06f3[OrbotMainActivity]( 8543): Relayout returned: old=[0,0][1600,2560] new=[0,0][1600,2560] result=0x1 surface={valid=false 0} changed=false
